IMDScore_n,IncDepriv_n,EmpDepriv_n,EduSklDepriv_n,HealthDepriv_n,CrimScore_n,HousServDepriv_n,LivEnvDepriv_n,ChildIncDepriv_n,OldPplIncDepriv_n,ChildYPDepriv_n,AdultSklDepriv_n,GeoBarDepriv_n,WiderBarDepriv_n,IndoorDepriv_n,OutdoorDepriv_n,Cluster
0.1741602804500244,0.2576687116564417,0.3198380566801619,0.168158375130709,0.3291081937528293,0.514419695193435,0.1837133830514302,0.1236963569865682,0.1531728665207877,0.3532338308457711,0.46924720968891,0.3849056603773584,0.3106098165592464,0.4959878368105414,0.3114855146907745,0.5258699633699633,0
0.136209848361324,0.1748466257668711,0.2186234817813765,0.1206954610708399,0.3626075147125396,0.2738569753810082,0.5551591480582002,0.0905083608835225,0.212253829321663,0.1691542288557213,0.4139159344573735,0.3547169811320754,0.6886465047099654,0.4539234732663232,0.3460036983768234,0.4077380952380951,0
0.1141570194032284,0.1380368098159509,0.1700404858299595,0.0924622937454584,0.3825260298777727,0.494021101992966,0.4268520707515743,0.1263315924807947,0.161925601750547,0.1218905472636816,0.4151033008786511,0.2716981132075471,0.6514625681705504,0.3306022468113861,0.3492911444421614,0.4993131868131867,0
0.0735162237078102,0.1595092024539877,0.2226720647773279,0.0322740726299558,0.2306473517428701,0.4311840562719812,0.1562036579337617,0.0980307603852235,0.1531728665207877,0.1019900497512437,0.2367608644027546,0.2528301886792453,0.4134853743182945,0.371990877607906,0.3706595438668584,0.3885073260073259,0
0.2411340290233165,0.2791411042944785,0.3927125506072875,0.1161228576998741,0.4884563150746944,0.5671746776084408,0.2798254851812847,0.183923466372798,0.2560175054704595,0.2189054726368159,0.3277131322726193,0.4113207547169811,0.5004957858205256,0.440577751499282,0.4425724265461269,0.4954212454212453,0
0.1686572639817381,0.2484662576687116,0.2793522267206477,0.1604841997057937,0.4348121321865097,0.4250879249706916,0.3708010058243245,0.0510756552153706,0.2231947483588621,0.2661691542288557,0.3730705295654238,0.460377358490566,0.4898363906792266,0.5565503843230003,0.2950482843640846,0.3255494505494504,0
0.1089189629871188,0.1226993865030674,0.1862348178137652,0.3155982489410346,0.3184698958804889,0.4384525205158264,0.1232779556835521,0.1433088975132959,0.1509846827133479,0.1293532338308457,0.4768463547850866,0.588679245283019,0.3658899355478433,0.3707238787059718,0.2989521265666734,0.5682234432234431,0
0.0217471058209685,0.0521472392638036,0.0566801619433198,0.0065930560232529,0.0024898143956541,0.3369284876905041,0.1448988802682198,0.1892258796096657,0.024070021881838,0.1069651741293532,0.133934932320114,0.1132075471698113,0.3723351512146752,0.4023143846608666,0.4659954797616601,0.4608516483516482,0
0.1245719876080221,0.1226993865030674,0.2145748987854251,0.2916895592223029,0.4307378904481665,0.345369284876905,0.2023684153968492,0.1645185504607669,0.0459518599562363,0.2039800995024875,0.5623367371170742,0.4679245283018868,0.4377788795240456,0.4170115719233043,0.4066159852064926,0.5114468864468864,0
0.1078998858633621,0.0460122699386503,0.1255060728744939,0.041933254169399,0.2858759619737438,0.5165298944900352,0.5416836811450922,0.2102758213150623,0.0437636761487965,0.0497512437810945,0.2590833531227736,0.2754716981132075,0.7402082300446207,0.2328743981755215,0.5151017053626463,0.3724816849816849,0
0.2411747921082667,0.1319018404907975,0.242914979757085,0.2318380802155149,0.4631054775916705,0.7254396248534584,0.4828601517333275,0.1914937792471212,0.1050328227571116,0.1343283582089552,0.41462835431014,0.5320754716981132,0.592464055528012,0.5386434665089956,0.4914731867680296,0.3937728937728937,0
0.2568074351866949,0.2515337423312883,0.3036437246963562,0.1308686174077946,0.4837030330466274,0.6640093786635404,0.234241010982398,0.3941194320668232,0.1881838074398249,0.291044776119403,0.3424364758964616,0.430188679245283,0.5252850768468021,0.2894670157952529,0.586398191904664,0.5819597069597069,0
0.1818033588781999,0.0981595092024539,0.1133603238866396,0.0255569537245449,0.0036215482118605,0.6180539273153575,0.6302735928130843,0.516474214619967,0.1291028446389496,0.1094527363184079,0.2616955592495844,0.1773584905660377,0.6075855230540407,0.6501393698792127,0.4493527840558865,0.9336080586080584,0
0.1347219957606391,0.0889570552147239,0.2145748987854251,0.0850007975470995,0.4975101856043458,0.1889800703399766,0.6187538954200605,0.0443997252966636,0.0262582056892779,0.1119402985074626,0.3053906435526003,0.3641509433962264,0.7882994546355974,0.2790776247993918,0.0832134785288678,0.4233058608058607,0
0.1068400456546551,0.1319018404907975,0.1417004048582996,0.2181557166403771,0.2883657763693979,0.3303634232121922,0.4609813234756818,0.1324325619280341,0.1772428884026258,0.1144278606965174,0.4844454998812633,0.4547169811320755,0.618988596926128,0.4694653264633837,0.3400452023833983,0.5203754578754578,0
0.2678542312082178,0.107361963190184,0.1578947368421052,0.0355528773727026,0.3768673607967406,0.5866354044548652,0.3388102043886608,0.4026480123935924,0.0547045951859956,0.1915422885572139,0.2483970553312752,0.2584905660377358,0.6084531482399603,0.2478249852183461,0.642695705773577,0.401098901098901,0
