IMDScore_n,IncDepriv_n,EmpDepriv_n,EduSklDepriv_n,HealthDepriv_n,CrimScore_n,HousServDepriv_n,LivEnvDepriv_n,ChildIncDepriv_n,OldPplIncDepriv_n,ChildYPDepriv_n,AdultSklDepriv_n,GeoBarDepriv_n,WiderBarDepriv_n,IndoorDepriv_n,OutdoorDepriv_n,Cluster
0.4644545899233654,0.5122699386503067,0.631578947368421,0.3181149531219537,0.637845178813943,0.5219226260257912,0.4589395860646048,0.2351907750786578,0.4420131291028445,0.4527363184079602,0.525765851341724,0.5490566037735849,0.5726326227069907,0.5420221302474871,0.4109307581672488,0.6240842490842491,2
0.4415253546388391,0.4049079754601227,0.4777327935222671,0.5570600641582334,0.5964237211407877,0.5924970691676436,0.3427539813879516,0.4229153690128248,0.3938730853391685,0.3606965174129353,0.6350035620992638,0.690566037735849,0.3254833911750124,0.6416082439395219,0.5426340661598521,0.7071886446886446,2
0.1823128974400782,0.2975460122699386,0.2753036437246963,0.2203002321748223,0.4468085106382979,0.3301289566236812,0.2524662038728534,0.1395077699519269,0.2253829321663019,0.4701492537313433,0.5219662787936357,0.4094339622641509,0.48834903321765,0.41870090379255,0.4101088966509142,0.4448260073260072,2
0.5112302299037991,0.4447852760736195,0.5506072874493928,0.5060170497846622,0.6392032593933906,0.5606096131301289,0.5548797524124739,0.4740229664766103,0.4857768052516411,0.3283582089552239,0.6243172643077654,0.6490566037735849,0.6782350024789291,0.473688656136498,0.6704335319498664,0.4592490842490841,2
0.546816403065384,0.4693251533742331,0.5222672064777328,0.8821757084876735,0.5086011770031688,0.552168815943728,0.8921317887768917,0.0186223308258668,0.4573304157549234,0.3930348258706468,0.7964853953930182,0.779245283018868,0.7481408031730292,0.684517273418363,0.1335524964043558,0.2996794871794871,2
0.2703611609326594,0.263803680981595,0.3927125506072875,0.2347092497740283,0.614078768673608,0.5165298944900352,0.2725611983924004,0.1080286841390765,0.1706783369803063,0.3955223880597015,0.4796960341961529,0.4849056603773585,0.5515617253346555,0.3047554692119267,0.367577563180604,0.4285714285714285,2
0.3904084461112017,0.3834355828220859,0.3157894736842105,0.4738138702302252,0.4454504300588501,0.6532239155920282,0.6107158976122418,0.3680705284845,0.487964989059081,0.3283582089552239,0.6245547375920208,0.6150943396226414,0.7330193356470005,0.4312019596249683,0.60941031436203,0.4642857142857141,2
0.2702184901353334,0.263803680981595,0.3157894736842105,0.505910710171384,0.5389316432775012,0.3036342321219226,0.4801736551398052,0.0628304026320412,0.236323851203501,0.3109452736318408,0.660175730230349,0.6037735849056602,0.5671789786812097,0.5704873722442774,0.2929936305732484,0.3823260073260073,2
0.4194929072232187,0.4754601226993865,0.611336032388664,0.3264271662265388,0.6801720235400633,0.4281359906213364,0.311633604848589,0.1360899493715363,0.3916849015317286,0.4104477611940298,0.5022559962004274,0.579245283018868,0.4045612295488349,0.5742883689500803,0.4035340045202383,0.4480311355311354,2
0.4679602152290885,0.5306748466257668,0.5425101214574899,0.5217730358187264,0.5731100045269353,0.5875732708089098,0.4398117303187259,0.2357497644259179,0.5164113785557987,0.3383084577114427,0.6459273331750177,0.6396226415094338,0.4147248388696083,0.6759861474786721,0.5222929936305732,0.4333791208791208,2
0.4554663296918311,0.4509202453987729,0.4898785425101215,0.6244084859011396,0.6665912177455863,0.5786635404454864,0.1643706075780695,0.3048887611198952,0.4442013129102844,0.4129353233830846,0.7335549750653051,0.6264150943396225,0.338621715418939,0.4578089365655883,0.5615368810355454,0.4828296703296703,2
0.3851907712375673,0.2760736196319018,0.5222672064777328,0.3347216560622441,0.5418741511996379,0.7101992966002345,0.381332072470932,0.2578538003290052,0.1728665207877461,0.2537313432835821,0.509380194728093,0.5830188679245284,0.6291522062469014,0.2943660782160655,0.301417711115677,0.7248168498168498,2
0.5105576390021197,0.3588957055214724,0.4817813765182186,0.6093614306222639,0.6229062924400182,0.8091441969519344,0.2073330611016785,0.4444604155686519,0.3894967177242888,0.2810945273631841,0.6779862265495131,0.690566037735849,0.320525532969757,0.5178646845172734,0.6221491678652147,0.573489010989011,2
0.3298141203326267,0.3957055214723926,0.3481781376518218,0.3514701451535721,0.5500226346763242,0.5413833528722157,0.2858647295235229,0.3618737322920161,0.4332603938730853,0.4502487562189055,0.6126810733792448,0.4811320754716981,0.3886960832920179,0.5599290480614917,0.5923566878980892,0.509157509157509,2
0.3805030164682863,0.420245398773006,0.4534412955465587,0.4625241479538486,0.2858759619737438,0.6143024618991794,0.4410582647381202,0.3810071390925207,0.3719912472647702,0.6766169154228857,0.6713369745903586,0.5377358490566038,0.4189390183440754,0.6742123490159642,0.6289295253749743,0.4079670329670329,2
