IMDScore_n,IncDepriv_n,EmpDepriv_n,EduSklDepriv_n,HealthDepriv_n,CrimScore_n,HousServDepriv_n,LivEnvDepriv_n,ChildIncDepriv_n,OldPplIncDepriv_n,ChildYPDepriv_n,AdultSklDepriv_n,GeoBarDepriv_n,WiderBarDepriv_n,IndoorDepriv_n,OutdoorDepriv_n,Cluster
0.4861609326593836,0.5092024539877301,0.4817813765182186,0.231891250022154,0.5701674966047986,0.5758499413833529,0.8091942659416708,0.3965310718221455,0.5711159737417943,0.5447761194029851,0.5440512942293991,0.3962264150943396,0.6831928606841845,0.700228059802348,0.5303061434148346,0.6927655677655676,3
0.1631134844285015,0.0858895705521472,0.0728744939271255,0.0225794445527533,0.1985061113626075,0.6656506447831184,0.2294912850050506,0.6924919745100857,0.0568927789934354,0.3333333333333333,0.2854428876751365,0.030188679245283,0.2399603371343579,0.5677844412534843,0.5317444010684199,0.8476419413919413,3
0.437265612261536,0.3926380368098159,0.3643724696356275,0.2232245715399748,0.5328202806699864,0.6874560375146541,0.7235917384856755,0.5058055036494019,0.4223194748358862,0.599502487562189,0.4549988126335786,0.490566037735849,0.346058502726822,0.8975420221302476,0.5746866652968974,0.7536630036630035,3
0.4073047448230881,0.3159509202453987,0.2753036437246963,0.2801517111816103,0.4619737437754639,0.695896834701055,0.6779857723140407,0.6861833804481497,0.4507658643326039,0.3706467661691542,0.5601994775587746,0.4547169811320755,0.4216658403569658,0.8362192752766281,0.7107047462502567,0.681547619047619,3
0.3834787216696559,0.4478527607361963,0.4170040485829959,0.2668238129840667,0.4891353553644182,0.6379835873388041,0.2751402351221818,0.555795122418667,0.4442013129102844,0.5,0.4986938969365946,0.5094339622641509,0.3780366881507189,0.5561280513556888,0.6572837476885145,0.648580586080586,3
0.4445825860101092,0.4662576687116564,0.3805668016194332,0.2431455257607713,0.4927569035762788,0.7305978898007033,0.718713060671839,0.3330458530975995,0.5382932166301969,0.6318407960199005,0.5991450961766801,0.2981132075471698,0.5391670798215171,0.7837655207365487,0.4374357920690364,0.7255036630036629,3
0.5069093428990705,0.4049079754601227,0.4048582995951417,0.2718217748081456,0.6385242191036669,0.7252051582649471,0.1070945002041737,0.9802117771069904,0.4923413566739606,0.5621890547263683,0.6060318214200902,0.3528301886792452,0.1197322756569161,0.4533322071120871,0.8385042120402711,0.6707875457875456,3
0.4258519484754606,0.5153374233128833,0.3967611336032388,0.3161653935451854,0.4547306473517428,0.6316529894490034,0.557544757033248,0.4822321243192308,0.62363238512035,0.4203980099502487,0.4794585609118974,0.588679245283019,0.1973227565691621,0.8216910212011149,0.5430449969180192,0.7765567765567765,3
0.2691586499266264,0.1809815950920245,0.1214574898785425,0.0485617567304113,0.3562698053417836,0.6933177022274326,0.3344150959616583,0.9368661460080174,0.2035010940919037,0.445273631840796,0.3702208501543576,0.0509433962264151,0.1784828953891918,0.6683841540670665,0.7008424080542428,0.8476419413919413,3
0.4328224360019566,0.263803680981595,0.2672064777327935,0.1390567676302217,0.392258940697148,0.4811254396248534,0.5655612628683186,0.7563445290914027,0.212253829321663,0.2562189054726368,0.3927808121586321,0.4094339622641509,0.630019831432821,0.5328997381535603,0.8212451201972467,0.1689560439560438,3
